epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
84,9217.95,0.50778,0.0758,0.02038,0.25562,0.90847,0.9971,0.99902,0.99472,0.94316,0.9974,0.99958,0.99471,0.99445,0.37215,0.0233,0.00047,0.9606,0.80859,0.0238373,0.00794575,0.0238373,0.00794575,0.0238373,0.00794575,0.0238373,0.00794575
85,9318.11,0.49748,0.07302,0.01979,0.25269,0.9098,0.99709,0.99903,0.99475,0.94332,0.99744,0.99958,0.99473,0.99447,0.372,0.02327,0.00046,0.95557,0.80852,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
86,9418.33,0.50156,0.07013,0.0194,0.25249,0.90675,0.99704,0.99903,0.99476,0.94332,0.99744,0.99958,0.99474,0.99448,0.37208,0.02326,0.00047,0.95688,0.80852,0.0236888,0.00789625,0.0236888,0.00789625,0.0236888,0.00789625,0.0236888,0.00789625
87,9518.25,0.50107,0.0758,0.01957,0.25609,0.90212,0.99704,0.99903,0.99476,0.94329,0.99744,0.99958,0.99475,0.99448,0.37204,0.02324,0.00047,0.95612,0.80844,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
88,9618.29,0.50115,0.0705,0.02051,0.25375,0.90512,0.99705,0.99903,0.99476,0.9433,0.99746,0.99958,0.99474,0.99448,0.37202,0.02322,0.00046,0.96282,0.8084,0.0235402,0.00784675,0.0235402,0.00784675,0.0235402,0.00784675,0.0235402,0.00784675
89,9718.25,0.50498,0.0789,0.02054,0.2611,0.91582,0.99707,0.99903,0.99476,0.94324,0.99752,0.99958,0.99474,0.99448,0.37205,0.02321,0.00046,0.95527,0.80847,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
90,9819.05,0.49921,0.07418,0.01881,0.25385,0.90336,0.99707,0.99903,0.99476,0.94348,0.99754,0.99958,0.99474,0.99448,0.37206,0.02321,0.00045,0.95121,0.80845,0.0233917,0.00779725,0.0233917,0.00779725,0.0233917,0.00779725,0.0233917,0.00779725
91,9919.23,0.50322,0.07266,0.02011,0.2566,0.91253,0.99707,0.99903,0.99475,0.94329,0.99755,0.99958,0.99474,0.99447,0.37213,0.0232,0.00045,0.95191,0.80849,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
92,10019.4,0.49614,0.07317,0.02046,0.25315,0.90817,0.99708,0.99903,0.99477,0.94365,0.99756,0.99958,0.99475,0.99449,0.37203,0.02317,0.00045,0.95424,0.80845,0.0232433,0.00774775,0.0232433,0.00774775,0.0232433,0.00774775,0.0232433,0.00774775
93,10120.3,0.49816,0.07417,0.02171,0.25467,0.91243,0.99708,0.99903,0.99477,0.94348,0.99757,0.99958,0.99476,0.99449,0.37197,0.02316,0.00045,0.95343,0.80847,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
94,10220.6,0.50776,0.07544,0.02043,0.2561,0.91337,0.99709,0.99903,0.99478,0.94332,0.99756,0.99958,0.99476,0.99449,0.37202,0.02314,0.00045,0.94871,0.80849,0.0230947,0.00769825,0.0230947,0.00769825,0.0230947,0.00769825,0.0230947,0.00769825
95,10320.3,0.50713,0.07726,0.02076,0.25629,0.91433,0.99709,0.99903,0.99478,0.94366,0.99757,0.99958,0.99476,0.9945,0.37197,0.02312,0.00045,0.94143,0.80844,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
96,10420.5,0.50417,0.06857,0.02038,0.25451,0.91222,0.99709,0.99903,0.99476,0.94345,0.99759,0.99958,0.99475,0.99449,0.37199,0.02311,0.00045,0.9362,0.80838,0.0229462,0.00764875,0.0229462,0.00764875,0.0229462,0.00764875,0.0229462,0.00764875
97,10520.1,0.50003,0.07792,0.02144,0.25444,0.9062,0.9971,0.99903,0.99478,0.94352,0.9976,0.99958,0.99476,0.9945,0.37193,0.02309,0.00045,0.93311,0.80837,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
98,10620,0.49236,0.07508,0.01945,0.25251,0.90056,0.9971,0.99903,0.99478,0.94332,0.9976,0.99958,0.99476,0.9945,0.37183,0.02308,0.00045,0.92838,0.80833,0.0227978,0.00759925,0.0227978,0.00759925,0.0227978,0.00759925,0.0227978,0.00759925
99,10720.1,0.49917,0.07239,0.01948,0.25325,0.90524,0.9971,0.99901,0.99477,0.94356,0.9976,0.99958,0.99475,0.9945,0.37178,0.02307,0.00045,0.92526,0.80823,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
100,10820.1,0.4989,0.07337,0.01937,0.25389,0.90118,0.9971,0.99902,0.99477,0.94346,0.9976,0.99958,0.99476,0.99451,0.37174,0.02305,0.00045,0.92425,0.80814,0.0226492,0.00754975,0.0226492,0.00754975,0.0226492,0.00754975,0.0226492,0.00754975
101,10920.5,0.49804,0.07106,0.01895,0.25367,0.90321,0.99709,0.99903,0.99477,0.94382,0.9976,0.99958,0.99475,0.9945,0.3716,0.02306,0.00045,0.92224,0.80807,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
102,11020.4,0.49337,0.07346,0.0197,0.25257,0.89732,0.99709,0.99903,0.99477,0.94403,0.9976,0.99958,0.99476,0.99451,0.37141,0.02306,0.00045,0.91476,0.808,0.0225007,0.00750025,0.0225007,0.00750025,0.0225007,0.00750025,0.0225007,0.00750025
103,11121,0.49428,0.07263,0.0196,0.25193,0.89773,0.99709,0.99903,0.99477,0.94381,0.9976,0.99958,0.99476,0.99452,0.37138,0.02305,0.00045,0.91093,0.808,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
104,11220.9,0.49135,0.06907,0.01953,0.25149,0.90396,0.99709,0.99903,0.99478,0.9441,0.9976,0.99958,0.99476,0.99452,0.37129,0.02309,0.00045,0.90845,0.80804,0.0223522,0.00745075,0.0223522,0.00745075,0.0223522,0.00745075,0.0223522,0.00745075
105,11321.3,0.49066,0.07058,0.01881,0.25132,0.90545,0.99709,0.99903,0.99478,0.9441,0.9976,0.99958,0.99477,0.99452,0.3713,0.02309,0.00045,0.9032,0.8081,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
106,11422.3,0.49202,0.07109,0.01983,0.24956,0.90574,0.99708,0.99903,0.99479,0.94418,0.9976,0.99958,0.99477,0.99453,0.37119,0.02311,0.00045,0.89774,0.80808,0.0222038,0.00740125,0.0222038,0.00740125,0.0222038,0.00740125,0.0222038,0.00740125
107,11522.6,0.49227,0.07411,0.01932,0.24959,0.91541,0.99708,0.99903,0.9948,0.94414,0.9976,0.99958,0.99478,0.99454,0.37121,0.02312,0.00045,0.88796,0.80806,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
108,11623.6,0.49136,0.06887,0.02002,0.24795,0.90884,0.99708,0.99903,0.9948,0.94435,0.9976,0.99958,0.99478,0.99455,0.37118,0.02313,0.00044,0.88234,0.80803,0.0220552,0.00735175,0.0220552,0.00735175,0.0220552,0.00735175,0.0220552,0.00735175
109,11723.8,0.49109,0.07002,0.01951,0.2531,0.90369,0.99708,0.99903,0.99481,0.94445,0.9976,0.99958,0.99478,0.99455,0.37105,0.02312,0.00044,0.87714,0.80798,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
110,11824.3,0.49294,0.07078,0.02069,0.25011,0.90655,0.99709,0.99903,0.99475,0.94457,0.9976,0.99958,0.99473,0.99449,0.37111,0.02313,0.00044,0.87134,0.80795,0.0219067,0.00730225,0.0219067,0.00730225,0.0219067,0.00730225,0.0219067,0.00730225
111,11924.8,0.49631,0.0706,0.02129,0.24912,0.90628,0.99708,0.99903,0.99472,0.94444,0.99759,0.99958,0.9947,0.99446,0.37107,0.02315,0.00044,0.86579,0.80792,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
112,12025,0.48747,0.06815,0.01978,0.24953,0.9049,0.99708,0.99903,0.99471,0.94441,0.99759,0.99958,0.9947,0.99446,0.37106,0.02316,0.00044,0.85771,0.80789,0.0217582,0.00725275,0.0217582,0.00725275,0.0217582,0.00725275,0.0217582,0.00725275
113,12125.2,0.49152,0.07209,0.01994,0.24839,0.90432,0.99708,0.99903,0.9948,0.94462,0.99759,0.99958,0.99477,0.99454,0.37102,0.02318,0.00044,0.84797,0.8079,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
114,12225.2,0.49017,0.06878,0.01845,0.24975,0.89954,0.99708,0.99903,0.99482,0.94445,0.9976,0.99958,0.99479,0.99456,0.37089,0.02319,0.00045,0.84258,0.80786,0.0216098,0.00720325,0.0216098,0.00720325,0.0216098,0.00720325,0.0216098,0.00720325
115,12326,0.4926,0.06944,0.0191,0.25132,0.89921,0.99708,0.99903,0.99481,0.94478,0.9976,0.99958,0.99479,0.99456,0.37082,0.02323,0.00045,0.83527,0.80787,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
116,12426.4,0.49401,0.07349,0.02137,0.24904,0.90523,0.99706,0.99903,0.99481,0.94483,0.99759,0.99958,0.99479,0.99456,0.3709,0.02327,0.00045,0.82946,0.8079,0.0214612,0.00715375,0.0214612,0.00715375,0.0214612,0.00715375,0.0214612,0.00715375
117,12526.4,0.49317,0.06565,0.01974,0.24802,0.90779,0.99703,0.99903,0.99481,0.9448,0.99758,0.99958,0.99479,0.99456,0.37074,0.02328,0.00045,0.8214,0.80788,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
118,12626.8,0.49372,0.07323,0.01934,0.24978,0.90184,0.9971,0.99901,0.99481,0.94487,0.99757,0.99958,0.99479,0.99456,0.3707,0.0233,0.00045,0.81741,0.80786,0.0213127,0.00710425,0.0213127,0.00710425,0.0213127,0.00710425,0.0213127,0.00710425
119,12726.8,0.49069,0.0697,0.01973,0.24585,0.90745,0.99709,0.99887,0.99481,0.94493,0.99755,0.99958,0.99478,0.99456,0.37057,0.02332,0.00044,0.81208,0.80781,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
120,12826.5,0.48749,0.07545,0.01942,0.25263,0.90071,0.9971,0.99888,0.99482,0.94506,0.99751,0.99958,0.99478,0.99457,0.37053,0.02332,0.00044,0.80208,0.80777,0.0211642,0.00705475,0.0211642,0.00705475,0.0211642,0.00705475,0.0211642,0.00705475
121,12926.7,0.48672,0.06882,0.01998,0.24474,0.90441,0.9971,0.99889,0.99482,0.94512,0.99749,0.99958,0.99479,0.99457,0.37042,0.02335,0.00044,0.78632,0.80775,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
122,13026.2,0.49293,0.07372,0.01896,0.2474,0.90606,0.99691,0.99903,0.99481,0.94526,0.99746,0.99958,0.99478,0.99457,0.37041,0.02338,0.00044,0.79309,0.80774,0.0210157,0.00700525,0.0210157,0.00700525,0.0210157,0.00700525,0.0210157,0.00700525
123,13126.2,0.49092,0.06897,0.02017,0.24861,0.90551,0.99696,0.99896,0.99481,0.94542,0.9975,0.99958,0.99478,0.99457,0.37042,0.0234,0.00044,0.78994,0.80772,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
124,13226.7,0.48802,0.07423,0.01976,0.24822,0.90501,0.99696,0.99897,0.99481,0.94567,0.99746,0.99958,0.99478,0.99458,0.37032,0.02341,0.00044,0.77894,0.80766,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575
125,13327,0.48637,0.07104,0.01906,0.24766,0.90301,0.99691,0.99903,0.99482,0.94569,0.99746,0.99958,0.99478,0.99458,0.37031,0.02343,0.00044,0.75703,0.80767,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
126,13428,0.48812,0.0735,0.01976,0.24709,0.90221,0.99691,0.99903,0.99482,0.94572,0.99747,0.99958,0.99478,0.99459,0.37019,0.02344,0.00044,0.76612,0.80757,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625
127,13528.5,0.4914,0.07283,0.01995,0.25003,0.90434,0.99691,0.99903,0.99483,0.94588,0.99747,0.99958,0.99479,0.99459,0.37016,0.02346,0.00044,0.76477,0.80752,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
128,13628.9,0.49017,0.0743,0.01928,0.24892,0.9091,0.99696,0.99885,0.99483,0.94584,0.99744,0.99958,0.99479,0.99459,0.37024,0.0235,0.00044,0.75651,0.80759,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675
129,13729.2,0.48617,0.06772,0.01755,0.24616,0.90575,0.99696,0.9988,0.99483,0.94601,0.99743,0.99958,0.99478,0.99459,0.37028,0.02351,0.00043,0.74489,0.80768,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
130,13829.9,0.49211,0.07418,0.01884,0.25083,0.90907,0.9971,0.99861,0.99483,0.94609,0.99741,0.99958,0.99479,0.99459,0.37034,0.02354,0.00043,0.75401,0.80762,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725
131,13930.6,0.48172,0.06759,0.01879,0.24541,0.90228,0.9971,0.99861,0.99484,0.94604,0.99751,0.99949,0.99479,0.9946,0.37034,0.02355,0.00044,0.75087,0.80768,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
132,14031.7,0.49051,0.07126,0.02095,0.24642,0.90808,0.99712,0.99861,0.99484,0.94624,0.99753,0.99945,0.99479,0.99461,0.37047,0.02356,0.00044,0.74855,0.80769,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775
133,14131.5,0.48558,0.068,0.01942,0.2469,0.8975,0.99717,0.99861,0.99485,0.94622,0.99765,0.99937,0.9948,0.99462,0.37041,0.02359,0.00043,0.74419,0.80762,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
134,14231.4,0.48813,0.06872,0.02069,0.24852,0.90345,0.99717,0.99861,0.99485,0.9463,0.99759,0.99931,0.9948,0.99463,0.37042,0.02361,0.00043,0.73853,0.80757,0.0201248,0.00670825,0.0201248,0.00670825,0.0201248,0.00670825,0.0201248,0.00670825
135,14331.8,0.48345,0.06697,0.01792,0.24834,0.89467,0.99716,0.99861,0.99485,0.9464,0.99757,0.99931,0.9948,0.99462,0.37044,0.02362,0.00044,0.73544,0.80755,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
136,14432.1,0.4883,0.07056,0.01897,0.24624,0.90328,0.99723,0.99867,0.99485,0.94639,0.99757,0.99931,0.9948,0.99463,0.37048,0.02366,0.00044,0.73338,0.80761,0.0199762,0.00665875,0.0199762,0.00665875,0.0199762,0.00665875,0.0199762,0.00665875
137,14532.6,0.4874,0.06629,0.01895,0.24837,0.90411,0.99723,0.99869,0.99485,0.94637,0.99779,0.9994,0.99481,0.99463,0.37044,0.02367,0.00044,0.72936,0.80766,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
138,14633.2,0.48047,0.0666,0.01865,0.24599,0.90354,0.99723,0.99872,0.99486,0.94645,0.9975,0.99945,0.99481,0.99463,0.3704,0.02371,0.00044,0.72688,0.80775,0.0198277,0.00660925,0.0198277,0.00660925,0.0198277,0.00660925,0.0198277,0.00660925
139,14733.9,0.49046,0.06907,0.01794,0.24865,0.9084,0.99723,0.99873,0.99486,0.94637,0.99773,0.99931,0.99481,0.99464,0.37041,0.02373,0.00044,0.71502,0.80783,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
140,14834.7,0.48794,0.07221,0.01914,0.24566,0.90695,0.99712,0.99875,0.99486,0.94633,0.99768,0.99931,0.99481,0.99464,0.37047,0.02376,0.00044,0.70121,0.80787,0.0196793,0.00655975,0.0196793,0.00655975,0.0196793,0.00655975,0.0196793,0.00655975
141,14934.8,0.49104,0.07346,0.01898,0.24689,0.9046,0.99713,0.99875,0.99486,0.94621,0.99768,0.99931,0.9948,0.99464,0.37055,0.0238,0.00044,0.69772,0.80796,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
142,15035,0.489,0.07189,0.01863,0.24661,0.90627,0.99709,0.99877,0.99486,0.94618,0.99765,0.99932,0.99481,0.99465,0.37051,0.02382,0.00044,0.69655,0.80805,0.0195307,0.00651025,0.0195307,0.00651025,0.0195307,0.00651025,0.0195307,0.00651025
143,15135.5,0.48187,0.06671,0.01814,0.24491,0.89633,0.99696,0.99893,0.99486,0.94605,0.99751,0.99949,0.9948,0.99465,0.37055,0.02383,0.00044,0.69142,0.80802,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
144,15236.1,0.48058,0.06865,0.01874,0.24468,0.89744,0.99696,0.99892,0.99486,0.94639,0.99751,0.99947,0.9948,0.99465,0.37054,0.02384,0.00044,0.68844,0.80798,0.0193823,0.00646075,0.0193823,0.00646075,0.0193823,0.00646075,0.0193823,0.00646075
145,15335.9,0.48591,0.07147,0.01943,0.24396,0.90079,0.99698,0.99889,0.99486,0.94634,0.99753,0.99945,0.9948,0.99466,0.37047,0.02385,0.00044,0.68615,0.80787,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
146,15436.3,0.48161,0.0697,0.01834,0.24496,0.89922,0.99696,0.99893,0.99486,0.94639,0.99751,0.99948,0.9948,0.99466,0.37041,0.02386,0.00044,0.68551,0.8078,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125
147,15536,0.48677,0.06819,0.01863,0.24627,0.89996,0.99696,0.99899,0.99486,0.94631,0.99751,0.99955,0.9948,0.99466,0.37033,0.02389,0.00044,0.68439,0.80773,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
148,15636.3,0.47284,0.06621,0.01889,0.23876,0.89125,0.99696,0.99896,0.99486,0.94657,0.99751,0.99951,0.9948,0.99466,0.37032,0.02392,0.00044,0.68356,0.80769,0.0190853,0.00636175,0.0190853,0.00636175,0.0190853,0.00636175,0.0190853,0.00636175
149,15736.9,0.48003,0.06572,0.01818,0.24272,0.89738,0.99698,0.99889,0.99485,0.94668,0.99754,0.99945,0.99479,0.99465,0.37022,0.02395,0.00044,0.68485,0.80763,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
150,15837.1,0.48297,0.06932,0.0184,0.24254,0.8974,0.997,0.99889,0.99485,0.94653,0.99755,0.99945,0.99479,0.99465,0.37018,0.02396,0.00044,0.68375,0.80752,0.0189367,0.00631225,0.0189367,0.00631225,0.0189367,0.00631225,0.0189367,0.00631225
151,15937.4,0.48757,0.0735,0.01946,0.24454,0.89902,0.9971,0.999,0.99485,0.94673,0.99765,0.99956,0.99479,0.99465,0.37021,0.02398,0.00044,0.68212,0.80742,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
152,16037.6,0.48602,0.06716,0.01851,0.24658,0.89041,0.9971,0.99902,0.99485,0.94655,0.99765,0.99957,0.99479,0.99465,0.37024,0.02399,0.00044,0.68132,0.80727,0.0187882,0.00626275,0.0187882,0.00626275,0.0187882,0.00626275,0.0187882,0.00626275
153,16137.4,0.48377,0.07082,0.01885,0.24893,0.89205,0.99698,0.99903,0.99485,0.94659,0.99753,0.99958,0.99479,0.99465,0.37017,0.02402,0.00044,0.68202,0.80717,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
154,16237.7,0.48375,0.06765,0.01861,0.24342,0.90087,0.99694,0.99903,0.99485,0.94658,0.99749,0.99958,0.99479,0.99465,0.3701,0.02404,0.00044,0.6802,0.80706,0.0186397,0.00621325,0.0186397,0.00621325,0.0186397,0.00621325,0.0186397,0.00621325
155,16337.8,0.48192,0.06606,0.0187,0.24323,0.90094,0.99723,0.99887,0.99485,0.94658,0.99779,0.99942,0.99479,0.99465,0.37016,0.02406,0.00043,0.67761,0.80713,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
156,16437.9,0.47967,0.06752,0.01778,0.24308,0.90008,0.99694,0.99903,0.99485,0.94666,0.9975,0.99958,0.99479,0.99465,0.37009,0.02407,0.00043,0.67252,0.80718,0.0184913,0.00616375,0.0184913,0.00616375,0.0184913,0.00616375,0.0184913,0.00616375
157,16537.7,0.47913,0.06702,0.01845,0.23979,0.90077,0.99695,0.99903,0.99485,0.94672,0.99751,0.99958,0.99478,0.99464,0.37012,0.02406,0.00043,0.66702,0.80725,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
158,16638,0.47812,0.06915,0.01819,0.24211,0.89954,0.99696,0.99903,0.99485,0.9468,0.99751,0.99958,0.99479,0.99464,0.36997,0.02406,0.00043,0.66343,0.80723,0.0183427,0.00611425,0.0183427,0.00611425,0.0183427,0.00611425,0.0183427,0.00611425
159,16737.9,0.47818,0.06546,0.01966,0.24018,0.90102,0.99696,0.99896,0.99485,0.94655,0.99751,0.99952,0.99479,0.99465,0.3699,0.02407,0.00043,0.65914,0.80724,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
160,16838.2,0.48003,0.06603,0.01826,0.24349,0.90401,0.99696,0.99898,0.99485,0.94643,0.99751,0.99952,0.99479,0.99465,0.3698,0.0241,0.00043,0.65719,0.80723,0.0181942,0.00606475,0.0181942,0.00606475,0.0181942,0.00606475,0.0181942,0.00606475
161,16938.3,0.47624,0.06556,0.01819,0.24141,0.8944,0.99696,0.99889,0.99485,0.94679,0.99751,0.99945,0.99479,0.99465,0.3697,0.02411,0.00043,0.65348,0.80711,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
162,17038.6,0.47829,0.06717,0.0189,0.2432,0.89291,0.99699,0.99889,0.99485,0.94688,0.99754,0.99945,0.99479,0.99465,0.36947,0.02413,0.00043,0.64996,0.80704,0.0180457,0.00601525,0.0180457,0.00601525,0.0180457,0.00601525,0.0180457,0.00601525
163,17139.3,0.47961,0.06541,0.01776,0.24338,0.89508,0.99702,0.99889,0.99485,0.94673,0.99757,0.99945,0.99479,0.99465,0.36937,0.02412,0.00043,0.64614,0.80694,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
164,17239.5,0.47897,0.06932,0.01957,0.24053,0.90056,0.99704,0.99889,0.99485,0.94678,0.9976,0.99945,0.99479,0.99465,0.3694,0.02414,0.00043,0.64449,0.80702,0.0178972,0.00596575,0.0178972,0.00596575,0.0178972,0.00596575,0.0178972,0.00596575
165,17339.2,0.47631,0.06361,0.01791,0.24068,0.89589,0.99706,0.99889,0.99485,0.94671,0.99762,0.99945,0.99479,0.99466,0.36929,0.02416,0.00043,0.64192,0.80702,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
166,17439.7,0.47379,0.06934,0.0185,0.23949,0.89627,0.99708,0.99889,0.99485,0.94684,0.99764,0.99945,0.99479,0.99465,0.36917,0.02417,0.00043,0.64062,0.807,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625
167,17540,0.47971,0.06509,0.01722,0.24211,0.89059,0.99706,0.99889,0.99485,0.94688,0.99761,0.99945,0.99479,0.99466,0.36911,0.02417,0.00043,0.6389,0.80699,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
168,17639.9,0.47794,0.06762,0.01764,0.23944,0.90034,0.99702,0.99889,0.99485,0.94669,0.99757,0.99945,0.9948,0.99466,0.36901,0.02417,0.00043,0.63592,0.80697,0.0176003,0.00586675,0.0176003,0.00586675,0.0176003,0.00586675,0.0176003,0.00586675
169,17740.8,0.46841,0.06574,0.01788,0.23838,0.89025,0.99703,0.99889,0.99485,0.94658,0.99758,0.99945,0.99479,0.99465,0.36891,0.02416,0.00043,0.63675,0.80689,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
170,17841,0.48459,0.06616,0.01774,0.24158,0.89661,0.99701,0.99889,0.99485,0.94631,0.99756,0.99945,0.99479,0.99466,0.36894,0.02417,0.00043,0.63482,0.80695,0.0174518,0.00581725,0.0174518,0.00581725,0.0174518,0.00581725,0.0174518,0.00581725
171,17941.5,0.47501,0.06557,0.01842,0.24029,0.90557,0.997,0.99889,0.99486,0.94644,0.99755,0.99945,0.9948,0.99466,0.36887,0.0242,0.00042,0.63315,0.80713,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
172,18041.6,0.47374,0.06251,0.01725,0.23985,0.90353,0.99698,0.99889,0.99485,0.94623,0.99753,0.99945,0.9948,0.99466,0.36877,0.02419,0.00042,0.63204,0.80719,0.0173032,0.00576775,0.0173032,0.00576775,0.0173032,0.00576775,0.0173032,0.00576775
173,18142.5,0.47412,0.06281,0.01742,0.23896,0.89408,0.99709,0.99886,0.99485,0.94651,0.99765,0.99942,0.9948,0.99466,0.36869,0.0242,0.00042,0.63021,0.80716,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
174,18242.6,0.4726,0.0642,0.01758,0.23905,0.89875,0.99709,0.99888,0.99485,0.94639,0.99765,0.99943,0.9948,0.99466,0.36857,0.02421,0.00042,0.62897,0.80717,0.0171547,0.00571825,0.0171547,0.00571825,0.0171547,0.00571825,0.0171547,0.00571825
175,18342.6,0.47373,0.06434,0.0176,0.23902,0.89741,0.9971,0.99888,0.99485,0.94638,0.99765,0.99944,0.9948,0.99466,0.36846,0.0242,0.00042,0.62702,0.8072,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
176,18442.7,0.46844,0.06269,0.017,0.23775,0.89358,0.99709,0.99887,0.99485,0.94636,0.99765,0.99942,0.9948,0.99466,0.3684,0.02419,0.00041,0.62776,0.8072,0.0170063,0.00566875,0.0170063,0.00566875,0.0170063,0.00566875,0.0170063,0.00566875
177,18542.8,0.46912,0.06508,0.01875,0.2381,0.89607,0.99709,0.99885,0.99485,0.94622,0.99765,0.9994,0.9948,0.99466,0.36822,0.02419,0.00042,0.62693,0.80716,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
178,18642.9,0.47286,0.06073,0.01842,0.24023,0.89503,0.99709,0.99883,0.99485,0.9465,0.99765,0.99939,0.99481,0.99467,0.36805,0.0242,0.00042,0.62742,0.80702,0.0168578,0.00561925,0.0168578,0.00561925,0.0168578,0.00561925,0.0168578,0.00561925
179,18743.4,0.46695,0.06372,0.01899,0.23829,0.89146,0.99723,0.99873,0.99485,0.94664,0.99779,0.9993,0.9948,0.99466,0.36793,0.02424,0.00041,0.62786,0.80673,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
