epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
180,18843.8,0.47958,0.07268,0.0182,0.24206,0.8971,0.99721,0.99875,0.99484,0.94657,0.99777,0.99931,0.9948,0.99465,0.36805,0.02424,0.00041,0.62719,0.8067,0.0167092,0.00556975,0.0167092,0.00556975,0.0167092,0.00556975,0.0167092,0.00556975
181,18943.8,0.46377,0.06459,0.01875,0.23756,0.89563,0.9972,0.99875,0.99484,0.94696,0.99775,0.99931,0.99479,0.99465,0.36805,0.02426,0.00041,0.62775,0.80673,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
182,19044.6,0.47486,0.065,0.01766,0.23962,0.89638,0.99719,0.99875,0.99484,0.94695,0.99774,0.99931,0.99479,0.99465,0.36786,0.02425,0.00041,0.62807,0.80666,0.0165607,0.00552025,0.0165607,0.00552025,0.0165607,0.00552025,0.0165607,0.00552025
183,19145,0.46928,0.06344,0.01911,0.23697,0.89554,0.99722,0.99875,0.99484,0.94718,0.99775,0.99931,0.99479,0.99465,0.3677,0.02425,0.00041,0.62904,0.80663,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
184,19245.2,0.47038,0.06382,0.01798,0.23778,0.89145,0.99722,0.99875,0.99483,0.94709,0.99775,0.99931,0.99479,0.99465,0.36757,0.02424,0.00041,0.62766,0.80661,0.0164122,0.00547075,0.0164122,0.00547075,0.0164122,0.00547075,0.0164122,0.00547075
185,19345.2,0.46801,0.0682,0.01814,0.23807,0.88675,0.99723,0.99875,0.99484,0.94735,0.99775,0.99931,0.99479,0.99465,0.36744,0.02421,0.00041,0.62429,0.80656,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
186,19445.4,0.47059,0.06466,0.01906,0.23596,0.88904,0.99723,0.99875,0.99483,0.94706,0.99774,0.99931,0.99478,0.99464,0.36731,0.02419,0.00041,0.61967,0.80644,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125
187,19544.7,0.46255,0.06191,0.0176,0.23452,0.8836,0.99723,0.99873,0.99484,0.94731,0.99776,0.99931,0.99479,0.99464,0.36726,0.02419,0.00041,0.62201,0.80635,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
188,19644.9,0.4685,0.06612,0.01869,0.23836,0.88229,0.99723,0.99871,0.99484,0.94738,0.99778,0.99931,0.99479,0.99464,0.36712,0.02415,0.00041,0.62609,0.80625,0.0161152,0.00537175,0.0161152,0.00537175,0.0161152,0.00537175,0.0161152,0.00537175
189,19745.8,0.46429,0.06449,0.01792,0.23703,0.88744,0.99723,0.9987,0.99484,0.94742,0.99779,0.99929,0.99479,0.99464,0.367,0.02413,0.00041,0.62828,0.8062,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
190,19845.9,0.46856,0.06395,0.01662,0.23548,0.88573,0.99723,0.99868,0.99483,0.94737,0.99779,0.99926,0.99479,0.99464,0.36684,0.02411,0.00041,0.62734,0.8061,0.0159668,0.00532225,0.0159668,0.00532225,0.0159668,0.00532225,0.0159668,0.00532225
191,19945.7,0.47516,0.06947,0.01885,0.23753,0.89471,0.99723,0.99868,0.99483,0.94754,0.99779,0.99926,0.99479,0.99464,0.36672,0.02409,0.00041,0.62716,0.80602,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
192,20046.1,0.46942,0.06313,0.01765,0.23771,0.8905,0.99715,0.99861,0.99483,0.94763,0.9977,0.99917,0.99478,0.99464,0.36647,0.02406,0.0004,0.62632,0.80594,0.0158182,0.00527275,0.0158182,0.00527275,0.0158182,0.00527275,0.0158182,0.00527275
193,20146.8,0.46667,0.06612,0.01921,0.23511,0.89115,0.99715,0.99861,0.99483,0.94781,0.9977,0.99917,0.99479,0.99464,0.36635,0.02404,0.0004,0.62711,0.80587,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
194,20247.4,0.46984,0.06244,0.01713,0.23778,0.88681,0.99714,0.99861,0.99483,0.94776,0.99769,0.99917,0.99479,0.99464,0.36618,0.02402,0.0004,0.62324,0.80576,0.0156697,0.00522325,0.0156697,0.00522325,0.0156697,0.00522325,0.0156697,0.00522325
195,20347.6,0.46628,0.06211,0.01681,0.23651,0.87877,0.99714,0.99861,0.99483,0.94786,0.99769,0.99917,0.99479,0.99464,0.36605,0.024,0.0004,0.62357,0.80561,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
196,20448.3,0.46631,0.06239,0.01685,0.23523,0.88806,0.99723,0.9987,0.99484,0.94779,0.99779,0.99925,0.99479,0.99464,0.36582,0.02396,0.0004,0.62708,0.80545,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375
197,20548.5,0.46669,0.06225,0.01808,0.23407,0.889,0.99723,0.9987,0.99484,0.94787,0.99779,0.99925,0.99479,0.99465,0.36577,0.02394,0.0004,0.629,0.8054,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
198,20648.4,0.4701,0.06185,0.01791,0.23614,0.8883,0.99723,0.9987,0.99484,0.94794,0.99779,0.99925,0.9948,0.99465,0.36571,0.02394,0.0004,0.6292,0.80539,0.0153727,0.00512425,0.0153727,0.00512425,0.0153727,0.00512425,0.0153727,0.00512425
199,20749.1,0.46656,0.06519,0.01849,0.23336,0.88871,0.99723,0.99871,0.99484,0.94797,0.99779,0.99926,0.9948,0.99465,0.36569,0.02393,0.0004,0.62791,0.80538,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
200,20849.2,0.46289,0.06239,0.01749,0.23465,0.89162,0.99723,0.99872,0.99484,0.94812,0.99779,0.99927,0.99479,0.99465,0.36544,0.0239,0.0004,0.62797,0.80526,0.0152242,0.00507475,0.0152242,0.00507475,0.0152242,0.00507475,0.0152242,0.00507475
201,20949.6,0.47057,0.0644,0.01696,0.23664,0.88238,0.99723,0.99873,0.99484,0.94829,0.99779,0.99928,0.99479,0.99465,0.36535,0.02389,0.0004,0.62724,0.8052,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
202,21049.9,0.46055,0.05901,0.01773,0.23113,0.8823,0.99723,0.99872,0.99484,0.94844,0.99779,0.99928,0.99479,0.99465,0.36519,0.02386,0.00039,0.62643,0.80507,0.0150757,0.00502525,0.0150757,0.00502525,0.0150757,0.00502525,0.0150757,0.00502525
203,21149.7,0.46608,0.06469,0.0177,0.23322,0.88739,0.99723,0.99872,0.99484,0.94869,0.99779,0.99928,0.99479,0.99465,0.36506,0.02385,0.00039,0.62597,0.80502,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
204,21249.7,0.46355,0.06283,0.01757,0.23449,0.88553,0.99723,0.99871,0.99484,0.94878,0.99779,0.99927,0.99479,0.99465,0.36501,0.02385,0.00039,0.6256,0.80504,0.0149273,0.00497575,0.0149273,0.00497575,0.0149273,0.00497575,0.0149273,0.00497575
205,21350.3,0.46303,0.06159,0.01815,0.23709,0.88905,0.99721,0.99861,0.99484,0.94862,0.99774,0.99917,0.99479,0.99465,0.3649,0.02384,0.00039,0.62578,0.80498,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
206,21450.4,0.46016,0.06388,0.01569,0.23172,0.88196,0.99721,0.99861,0.99484,0.94894,0.99775,0.99917,0.9948,0.99466,0.3647,0.02383,0.00039,0.62555,0.80489,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625
207,21551.2,0.46014,0.06219,0.01739,0.23226,0.885,0.99721,0.99861,0.99484,0.94873,0.99775,0.99917,0.99479,0.99466,0.36456,0.02378,0.00039,0.62555,0.80478,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
208,21651,0.46075,0.06097,0.01737,0.2329,0.88266,0.99721,0.99861,0.99484,0.94884,0.99775,0.99917,0.99479,0.99466,0.3643,0.02375,0.00038,0.62618,0.80459,0.0146303,0.00487675,0.0146303,0.00487675,0.0146303,0.00487675,0.0146303,0.00487675
209,21751.3,0.46062,0.06123,0.01784,0.23125,0.88324,0.99721,0.99861,0.99484,0.94888,0.99775,0.99917,0.99479,0.99466,0.36414,0.02373,0.00038,0.62519,0.80452,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
210,21851.8,0.46027,0.06241,0.01609,0.2311,0.88658,0.99721,0.99861,0.99483,0.94896,0.99775,0.99917,0.99478,0.99465,0.36395,0.02372,0.00038,0.62539,0.80444,0.0144817,0.00482725,0.0144817,0.00482725,0.0144817,0.00482725,0.0144817,0.00482725
211,21952,0.4579,0.05689,0.0154,0.23008,0.87926,0.99721,0.99861,0.99483,0.94878,0.99775,0.99917,0.99479,0.99465,0.36375,0.0237,0.00038,0.62556,0.80427,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
212,22052.2,0.45923,0.05897,0.01684,0.22994,0.8816,0.99721,0.99861,0.99483,0.94913,0.99775,0.99917,0.99478,0.99465,0.36362,0.02367,0.00038,0.62674,0.80414,0.0143333,0.00477775,0.0143333,0.00477775,0.0143333,0.00477775,0.0143333,0.00477775
213,22152.2,0.45852,0.06153,0.0167,0.22953,0.88293,0.99721,0.99861,0.99483,0.94911,0.99775,0.99917,0.99478,0.99465,0.36346,0.02366,0.00038,0.62762,0.80398,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
214,22252,0.46214,0.07267,0.01705,0.23064,0.88499,0.99722,0.99861,0.99483,0.94912,0.99776,0.99917,0.99479,0.99465,0.36325,0.02364,0.00038,0.62975,0.80379,0.0141848,0.00472825,0.0141848,0.00472825,0.0141848,0.00472825,0.0141848,0.00472825
215,22353,0.45559,0.06246,0.01667,0.22938,0.87851,0.99722,0.99861,0.99482,0.94921,0.99775,0.99917,0.99478,0.99465,0.36304,0.02365,0.00038,0.62984,0.80369,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
216,22453.1,0.45781,0.06301,0.0174,0.22994,0.88398,0.99722,0.99861,0.99482,0.94955,0.99776,0.99917,0.99478,0.99465,0.36295,0.02364,0.00038,0.63075,0.80375,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875
217,22553,0.45519,0.05743,0.01717,0.22983,0.87715,0.99723,0.99861,0.99482,0.94932,0.99775,0.99917,0.99478,0.99465,0.36283,0.02365,0.00037,0.63079,0.80361,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
218,22652.8,0.45617,0.0589,0.01735,0.23202,0.87916,0.99723,0.99861,0.99482,0.9492,0.99775,0.99917,0.99478,0.99465,0.36268,0.02363,0.00037,0.63216,0.80339,0.0138878,0.00462925,0.0138878,0.00462925,0.0138878,0.00462925,0.0138878,0.00462925
219,22752.7,0.45991,0.05991,0.01678,0.23091,0.87749,0.99725,0.99861,0.99482,0.94927,0.99775,0.99917,0.99478,0.99465,0.36242,0.02359,0.00037,0.6326,0.80319,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
220,22852.5,0.45256,0.05957,0.01678,0.228,0.87483,0.99725,0.99861,0.99482,0.94946,0.99775,0.99917,0.99478,0.99465,0.36235,0.02359,0.00037,0.63398,0.80314,0.0137392,0.00457975,0.0137392,0.00457975,0.0137392,0.00457975,0.0137392,0.00457975
221,22952.9,0.44738,0.05906,0.01714,0.22385,0.87401,0.99696,0.99899,0.99482,0.94937,0.99751,0.99955,0.99478,0.99465,0.36224,0.02357,0.00037,0.6352,0.803,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
222,23053,0.45058,0.05978,0.01613,0.22554,0.87719,0.99696,0.99894,0.99482,0.94952,0.99751,0.99949,0.99478,0.99465,0.36199,0.02354,0.00037,0.63669,0.80271,0.0135908,0.00453025,0.0135908,0.00453025,0.0135908,0.00453025,0.0135908,0.00453025
223,23152.2,0.45634,0.06118,0.01533,0.22954,0.88423,0.99723,0.99871,0.99481,0.94944,0.99779,0.99927,0.99478,0.99465,0.36183,0.02351,0.00037,0.63737,0.80266,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
224,23252.4,0.44813,0.05725,0.01787,0.22594,0.87242,0.99723,0.99872,0.99482,0.94965,0.99779,0.99927,0.99478,0.99465,0.36164,0.02348,0.00037,0.63932,0.80252,0.0134422,0.00448075,0.0134422,0.00448075,0.0134422,0.00448075,0.0134422,0.00448075
225,23352.3,0.44267,0.06094,0.01533,0.22177,0.87048,0.99689,0.99903,0.99481,0.94967,0.99745,0.99958,0.99477,0.99465,0.3614,0.02344,0.00037,0.6399,0.80233,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
226,23452,0.44651,0.05463,0.01568,0.22412,0.87339,0.99688,0.99903,0.99481,0.94991,0.99743,0.99958,0.99477,0.99465,0.36121,0.0234,0.00036,0.64014,0.80224,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125
227,23551.9,0.45219,0.05779,0.01808,0.2264,0.87583,0.99689,0.99903,0.99481,0.94996,0.99744,0.99958,0.99477,0.99464,0.36112,0.02335,0.00036,0.64047,0.8022,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
228,23652,0.44763,0.05834,0.01617,0.22525,0.87159,0.99696,0.99911,0.99481,0.95,0.99751,0.99966,0.99477,0.99464,0.3609,0.02331,0.00036,0.64102,0.80198,0.0131452,0.00438175,0.0131452,0.00438175,0.0131452,0.00438175,0.0131452,0.00438175
229,23751.8,0.4514,0.06104,0.01641,0.22969,0.87572,0.99696,0.99912,0.9948,0.95007,0.99751,0.99968,0.99476,0.99463,0.36075,0.02328,0.00036,0.64139,0.80186,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
230,23851.5,0.44607,0.061,0.01847,0.22598,0.87881,0.99696,0.99915,0.99481,0.95,0.99751,0.9997,0.99477,0.99464,0.36041,0.02324,0.00036,0.6414,0.80167,0.0129967,0.00433225,0.0129967,0.00433225,0.0129967,0.00433225,0.0129967,0.00433225
231,23951.2,0.44611,0.0563,0.01649,0.22614,0.87395,0.99696,0.99916,0.9948,0.95022,0.99751,0.99972,0.99477,0.99464,0.36029,0.02319,0.00035,0.64174,0.80157,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
232,24050.8,0.45012,0.06228,0.01748,0.22913,0.87738,0.99694,0.99917,0.9948,0.95017,0.99749,0.99972,0.99476,0.99463,0.36001,0.02316,0.00035,0.64133,0.80138,0.0128483,0.00428275,0.0128483,0.00428275,0.0128483,0.00428275,0.0128483,0.00428275
233,24151.1,0.44303,0.05745,0.01663,0.22284,0.87348,0.99694,0.99917,0.99481,0.95025,0.9975,0.99972,0.99477,0.99465,0.35979,0.02312,0.00035,0.64163,0.80118,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
234,24251.6,0.44623,0.06109,0.01718,0.22625,0.8762,0.99693,0.99917,0.9948,0.9502,0.99749,0.99972,0.99477,0.99464,0.35962,0.02313,0.00035,0.64134,0.80101,0.0126997,0.00423325,0.0126997,0.00423325,0.0126997,0.00423325,0.0126997,0.00423325
235,24352.1,0.44246,0.05839,0.01613,0.22283,0.86903,0.99689,0.99917,0.9948,0.95028,0.99748,0.99972,0.99477,0.99464,0.35944,0.0231,0.00035,0.63912,0.80089,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
236,24451.8,0.44117,0.05483,0.01557,0.22247,0.87175,0.9969,0.99917,0.9948,0.9504,0.99748,0.99972,0.99476,0.99463,0.35925,0.02305,0.00035,0.6411,0.80069,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375
237,24552.2,0.44712,0.05873,0.01659,0.22576,0.87449,0.99691,0.99917,0.9948,0.95028,0.99746,0.99972,0.99476,0.99463,0.35908,0.02301,0.00035,0.64394,0.80062,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
238,24652.2,0.44787,0.05511,0.01572,0.22228,0.8733,0.99691,0.99917,0.9948,0.95066,0.99747,0.99972,0.99476,0.99463,0.35876,0.02299,0.00035,0.64613,0.80052,0.0124027,0.00413425,0.0124027,0.00413425,0.0124027,0.00413425,0.0124027,0.00413425
239,24752.3,0.44783,0.05639,0.01659,0.22321,0.87593,0.99751,0.99846,0.9948,0.95057,0.9975,0.99972,0.99476,0.99463,0.35862,0.02298,0.00035,0.6484,0.8004,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
240,24852.4,0.44233,0.06328,0.01721,0.22219,0.8727,0.99682,0.99926,0.99479,0.95054,0.99748,0.99972,0.99476,0.99463,0.35849,0.02296,0.00035,0.65005,0.80025,0.0122542,0.00408475,0.0122542,0.00408475,0.0122542,0.00408475,0.0122542,0.00408475
241,24951.9,0.44663,0.05872,0.01606,0.22542,0.87474,0.99682,0.99926,0.99479,0.95059,0.99751,0.99972,0.99475,0.99462,0.35829,0.02292,0.00035,0.64995,0.79997,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
242,25051.3,0.44135,0.05487,0.01689,0.22094,0.87151,0.99682,0.99927,0.99479,0.95088,0.99754,0.99945,0.99476,0.99462,0.35806,0.0229,0.00035,0.64995,0.79983,0.0121057,0.00403525,0.0121057,0.00403525,0.0121057,0.00403525,0.0121057,0.00403525
243,25151.8,0.43375,0.05325,0.01566,0.21909,0.86666,0.99682,0.99928,0.99479,0.95089,0.99737,0.99972,0.99475,0.99462,0.35781,0.02286,0.00034,0.64979,0.79966,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
244,25252.2,0.43858,0.05595,0.01752,0.22004,0.87018,0.99682,0.99928,0.99479,0.95098,0.99737,0.99971,0.99475,0.99462,0.35762,0.02285,0.00034,0.65051,0.79946,0.0119572,0.00398575,0.0119572,0.00398575,0.0119572,0.00398575,0.0119572,0.00398575
245,25352.7,0.43907,0.0576,0.01747,0.22205,0.87071,0.99682,0.99927,0.99478,0.95103,0.99737,0.99971,0.99475,0.99461,0.35751,0.0228,0.00034,0.6518,0.79932,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
246,25453.2,0.43754,0.05879,0.01634,0.22061,0.87319,0.99682,0.99927,0.99478,0.95114,0.99736,0.99972,0.99475,0.99461,0.35735,0.02277,0.00034,0.65085,0.79923,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625
247,25553.9,0.44311,0.05709,0.0154,0.22345,0.87563,0.99682,0.99926,0.99479,0.95128,0.99732,0.99972,0.99476,0.99462,0.35723,0.02275,0.00034,0.65765,0.7992,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
248,25654,0.4365,0.05568,0.01638,0.21899,0.87209,0.99682,0.99925,0.99478,0.95104,0.99733,0.99972,0.99475,0.99461,0.35705,0.02272,0.00033,0.65955,0.79911,0.0116602,0.00388675,0.0116602,0.00388675,0.0116602,0.00388675,0.0116602,0.00388675
249,25753.8,0.43695,0.05842,0.01707,0.22063,0.87533,0.99765,0.99858,0.99478,0.95101,0.99735,0.99972,0.99475,0.99461,0.35688,0.02269,0.00033,0.66188,0.79899,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
250,25854.4,0.44469,0.06003,0.01753,0.22168,0.87355,0.99765,0.99858,0.99478,0.95101,0.99737,0.99966,0.99475,0.99461,0.3568,0.02269,0.00033,0.66438,0.79885,0.0115117,0.00383725,0.0115117,0.00383725,0.0115117,0.00383725,0.0115117,0.00383725
251,25955,0.44116,0.05162,0.01493,0.22339,0.86721,0.99765,0.99859,0.99478,0.95099,0.99737,0.99964,0.99475,0.99461,0.35654,0.02262,0.00033,0.66612,0.79877,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
252,26054.7,0.43489,0.05585,0.01596,0.2181,0.87121,0.99764,0.99861,0.99478,0.95106,0.99737,0.99961,0.99475,0.99461,0.35626,0.02258,0.00033,0.66703,0.7985,0.0113633,0.00378775,0.0113633,0.00378775,0.0113633,0.00378775,0.0113633,0.00378775
253,26155.4,0.44362,0.05747,0.01692,0.22143,0.87199,0.99765,0.99861,0.99479,0.95103,0.99737,0.99962,0.99476,0.99462,0.35606,0.02255,0.00033,0.66789,0.79833,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
254,26256,0.43621,0.05438,0.0163,0.22004,0.86655,0.99765,0.99854,0.99478,0.95102,0.99737,0.99958,0.99475,0.99461,0.35585,0.02251,0.00033,0.66891,0.79817,0.0112148,0.00373825,0.0112148,0.00373825,0.0112148,0.00373825,0.0112148,0.00373825
255,26356.4,0.42984,0.05263,0.01622,0.21826,0.86648,0.99703,0.99917,0.99478,0.95109,0.99744,0.99958,0.99475,0.99461,0.35568,0.02246,0.00033,0.66909,0.79801,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
256,26457.1,0.43344,0.05791,0.01684,0.21809,0.87524,0.99737,0.99912,0.99478,0.95148,0.99779,0.99954,0.99475,0.99462,0.35546,0.02243,0.00033,0.6711,0.79787,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875
257,26558.4,0.43969,0.05822,0.01555,0.21848,0.87252,0.99751,0.99902,0.99478,0.9515,0.99792,0.99944,0.99475,0.99461,0.35532,0.0224,0.00033,0.67243,0.79774,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
258,26660.1,0.43446,0.0527,0.01596,0.21602,0.87064,0.99749,0.99917,0.99479,0.95127,0.99791,0.99958,0.99476,0.99461,0.35518,0.02237,0.00032,0.67309,0.79764,0.0109178,0.00363925,0.0109178,0.00363925,0.0109178,0.00363925,0.0109178,0.00363925
259,26761.3,0.43711,0.05359,0.01571,0.21622,0.87342,0.99751,0.99912,0.99478,0.95133,0.99792,0.99953,0.99475,0.99461,0.35494,0.02234,0.00032,0.67293,0.7975,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
260,26862,0.44073,0.0589,0.01606,0.22227,0.86851,0.99737,0.99907,0.99479,0.95117,0.99779,0.99949,0.99476,0.99462,0.35475,0.02228,0.00032,0.67252,0.7973,0.0107693,0.00358975,0.0107693,0.00358975,0.0107693,0.00358975,0.0107693,0.00358975
261,26963.3,0.43857,0.0558,0.01677,0.21956,0.8712,0.99737,0.99891,0.99479,0.95136,0.99779,0.99932,0.99476,0.99462,0.35465,0.02228,0.00032,0.6732,0.79719,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
262,27064.6,0.43084,0.05368,0.01587,0.21557,0.86594,0.99737,0.99897,0.99478,0.95142,0.99779,0.99939,0.99476,0.99461,0.35444,0.02225,0.00032,0.67111,0.79707,0.0106207,0.00354025,0.0106207,0.00354025,0.0106207,0.00354025,0.0106207,0.00354025
263,27166.5,0.4271,0.05253,0.01583,0.21732,0.86238,0.99732,0.99889,0.99478,0.95161,0.99774,0.99931,0.99476,0.99462,0.35432,0.0222,0.00032,0.67,0.79693,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
264,27268.3,0.43048,0.05575,0.01575,0.2177,0.8672,0.99741,0.99889,0.99479,0.95151,0.99783,0.99931,0.99476,0.99462,0.35414,0.02219,0.00032,0.66956,0.79688,0.0104723,0.00349075,0.0104723,0.00349075,0.0104723,0.00349075,0.0104723,0.00349075
265,27370.1,0.43236,0.05373,0.01717,0.21823,0.87065,0.99751,0.99889,0.99479,0.95157,0.99793,0.99931,0.99476,0.99462,0.35397,0.02217,0.00032,0.66802,0.79677,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
266,27471,0.42692,0.05092,0.01543,0.21551,0.86662,0.99755,0.99889,0.99479,0.9515,0.99796,0.99931,0.99476,0.99462,0.35391,0.02215,0.00032,0.66731,0.79673,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125
267,27571.6,0.42959,0.05268,0.01584,0.21481,0.86972,0.99754,0.99889,0.99479,0.95166,0.99795,0.99931,0.99477,0.99463,0.35375,0.02213,0.00032,0.66707,0.79667,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
268,27673,0.42056,0.04949,0.01521,0.21171,0.86397,0.99757,0.99889,0.99478,0.95174,0.99799,0.99931,0.99476,0.99463,0.35357,0.02211,0.00032,0.66567,0.79654,0.0101753,0.00339175,0.0101753,0.00339175,0.0101753,0.00339175,0.0101753,0.00339175
269,27774.5,0.42463,0.05365,0.01433,0.21323,0.86274,0.99765,0.99898,0.99478,0.95169,0.99806,0.9994,0.99476,0.99462,0.35343,0.02209,0.00032,0.66499,0.79644,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
270,27876.3,0.42387,0.05485,0.0154,0.21428,0.86804,0.99755,0.99903,0.99479,0.95186,0.99796,0.99945,0.99476,0.99463,0.35331,0.02208,0.00032,0.66558,0.79637,0.0100267,0.00334225,0.0100267,0.00334225,0.0100267,0.00334225,0.0100267,0.00334225
271,27977.7,0.42491,0.05297,0.01591,0.21445,0.87192,0.9975,0.99903,0.99479,0.952,0.99791,0.99945,0.99477,0.99463,0.35309,0.02205,0.00031,0.66451,0.79626,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
272,28078.6,0.42474,0.05237,0.01439,0.21117,0.86856,0.99752,0.99903,0.99479,0.95235,0.99793,0.99945,0.99477,0.99463,0.35292,0.02206,0.00031,0.66359,0.7962,0.00987825,0.00329275,0.00987825,0.00329275,0.00987825,0.00329275,0.00987825,0.00329275
273,28180.4,0.42471,0.05308,0.01627,0.21429,0.87225,0.99749,0.99903,0.99479,0.95233,0.9979,0.99945,0.99477,0.99463,0.35274,0.02203,0.00031,0.66316,0.7961,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
274,28282,0.42441,0.04999,0.01641,0.21414,0.86848,0.99748,0.99903,0.99479,0.95225,0.9979,0.99945,0.99477,0.99463,0.35253,0.022,0.00031,0.66375,0.79599,0.00972975,0.00324325,0.00972975,0.00324325,0.00972975,0.00324325,0.00972975,0.00324325
275,28383.1,0.42094,0.05463,0.01487,0.2138,0.86415,0.99748,0.99903,0.99479,0.95249,0.99789,0.99945,0.99477,0.99463,0.35225,0.02199,0.00031,0.66412,0.79589,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
